Source,Country,Type,Prod_kt_2020,Prod_kt_Est_2021
MCS2022,United States,Smelter production,W,W
MCS2022,Brazil,Smelter production,18,20
MCS2022,China,Smelter production,886,800
MCS2022,Israel,Smelter production,19,22
MCS2022,Kazakhstan,Smelter production,16,20
MCS2022,Russia,Smelter production,48,60
MCS2022,Turkey,Smelter production,12,15
MCS2022,Ukraine,Smelter production,6,10
MCS2022,World total (rounded),Smelter production,1000,950
