Source,Country,Type,Prod_t_2020,Prod_t_Est_2021
MCS2022,United States,Mine production,NA,NA
MCS2022,China,Mine production,2200,2000
MCS2022,Kyrgyzstan,Mine production,15,15
MCS2022,Mexico (net exports),Mine production,40,40
MCS2022,Norway,Mine production,20,20
MCS2022,Peru (exports),Mine production,30,30
MCS2022,Tajikistan,Mine production,178,170
MCS2022,Other countries,Mine production,11,11
MCS2022,World total (rounded),Mine production,2490,2300
