Source,Country,Type,Prod_t_2020,Prod_t_Est_2021
MCS2022,United States,Mine production,17,0
MCS2022,Australia,Mine production,0,0
MCS2022,Brazil,Mine production,6620,6700
MCS2022,China,Mine production,70000,73000
MCS2022,Russia,Mine production,19500,19000
MCS2022,South Africa,Mine production,8580,9100
MCS2022,World total (rounded),Mine production,105000,110000
