Source,Country,Type,Prod_kt_2020,Prod_kt_Est_2021
MCS2022,United States,borates,W,W
MCS2022,Argentina,crude ore,71,71
MCS2022,Bolivia,ulexite,200,210
MCS2022,Chile,ulexite,350,300
MCS2022,China,boric oxide equivalent,380,380
MCS2022,Germany,compounds,120,120
MCS2022,Peru,crude borates,110,50
MCS2022,Russia,datolite ore,80,80
MCS2022,Turkey,refined borates,"2,000","1,700"
MCS2022,World total,xx,XX,XX
