year,district,winner_name,cook_rating,dem,repub,other,winner
2014,TX-05,Jeb Hensarling,solid-r,0.0,85.5,14.5,r
2014,TX-06,Joe Barton,solid-r,36.4,61.2,2.4,r
2014,TX-07,John Culberson,solid-r,34.5,63.3,2.2,r
2014,TX-08,Kevin Brady,solid-r,0.0,89.3,10.7,r
2014,TX-09,Al Green,solid-d,90.8,0.0,9.2,d
2014,TX-10,Michael McCaul,solid-r,34.1,62.2,3.7,r
2014,TX-11,Mike Conaway,solid-r,0.0,90.3,9.7,r
2014,TX-12,Kay Granger,solid-r,26.3,71.3,2.4,r
2014,TX-13,Mac Thornberry,solid-r,12.8,84.3,2.9,r
2014,TX-14,Randy Weber,solid-r,36.1,61.8,2.1,r
2014,TX-15,Ruben Hinojosa,solid-d,54.0,43.3,2.7,d
2014,TX-16,Beto O'Rourke,solid-d,67.5,29.2,3.3,d
2014,TX-17,Bill Flores,solid-r,32.4,64.6,3.0,r
2014,TX-18,Sheila Jackson Lee,solid-d,71.8,24.8,3.4,d
2014,TX-19,Randy Neugebauer,solid-r,18.4,77.2,4.4,r
2014,TX-20,Joaquin Castro,solid-d,75.7,0.0,24.3,d
2014,TX-21,Lamar S. Smith,solid-r,0.0,71.8,28.2,r
2014,TX-22,Pete Olson,solid-r,31.6,66.6,1.8,r
2014,TX-23,Will Hurd,lean-d,47.7,49.8,2.5,r
2014,TX-24,Kenny Marchant,solid-r,32.3,65.1,2.6,r
2014,TX-25,Roger Williams,solid-r,36.2,60.2,3.6,r
2014,TX-26,Michael C. Burgess,solid-r,0.0,82.7,17.3,r
2014,TX-27,Blake Farenthold,solid-r,33.7,63.6,2.7,r
2014,TX-28,Henry Cuellar,solid-d,82.1,0.0,17.9,d
2014,TX-29,Gene Green,solid-d,89.5,0.0,10.5,d
2014,TX-30,Eddie Bernice Johnson,solid-d,87.9,0.0,12.1,d
2014,TX-31,John Carter,solid-r,32.0,64.1,3.9,r
2014,TX-32,Pete Sessions,solid-r,35.4,61.8,2.8,r
2014,TX-33,Marc Veasey,solid-d,86.5,0.0,13.5,d
2014,TX-34,Filemon Vela Jr.,solid-d,59.5,38.5,2.0,d
2014,TX-35,Lloyd Doggett,solid-d,62.5,33.3,4.2,d
2014,TX-36,Brian Babin,solid-r,22.0,76.0,2.0,r
2014,UT-01,Rob Bishop,solid-r,29.0,64.2,6.8,r
2014,UT-02,Chris Stewart,solid-r,33.2,60.4,6.4,r
2014,UT-03,Jason Chaffetz,solid-r,22.5,72.2,5.3,r
2014,UT-04,Mia Love,likely-r,45.8,50.9,3.3,r
2014,VT-01,Peter Welch,solid-d,64.4,31.0,4.6,d
2014,VA-01,Rob Wittman,solid-r,34.4,62.9,2.7,r
2014,VA-02,Scott Rigell,solid-r,41.2,58.8,0.0,r
2014,VA-03,Bobby Scott,solid-d,100.0,0.0,0.0,d
2014,VA-04,Randy Forbes,solid-r,37.5,60.2,2.3,r
2014,VA-05,Robert Hurt,solid-r,35.9,60.9,3.2,r
2014,VA-06,Bob Goodlatte,solid-r,0.0,75.5,24.5,r
2014,VA-07,Dave Brat,solid-r,37.0,60.8,2.2,r
2014,VA-08,Don Beyer,solid-d,63.1,31.5,5.4,d
2014,VA-09,Morgan Griffith,solid-r,0.0,72.2,27.8,r
2014,VA-10,Barbara Comstock,lean-r,40.4,56.6,3.0,r
2014,VA-11,Gerry Connolly,solid-d,56.9,40.4,2.7,d
2014,WA-01,Suzan DelBene,likely-d,55.0,45.0,0.0,d
2014,WA-02,Rick Larsen,solid-d,60.6,39.4,0.0,d
2014,WA-03,Jaime Herrera Beutler,solid-r,38.5,61.5,0.0,r
2014,WA-04,Dan Newhouse,solid-r,0.0,50.9,49.1,r
2014,WA-05,Cathy McMorris Rodgers,solid-r,39.3,60.7,0.0,r
2014,WA-06,Derek Kilmer,solid-d,63.0,37.0,0.0,d
2014,WA-07,Jim McDermott,solid-d,81.0,19.0,0.0,d
2014,WA-08,Dave Reichert,solid-r,36.7,63.3,0.0,r
2014,WA-09,Adam Smith,solid-d,70.8,29.2,0.0,d
2014,WA-10,Dennis Heck,solid-d,54.7,45.3,0.0,d
2014,WV-01,David McKinley,solid-r,36.0,64.0,0.0,r
2014,WV-02,Alex X. Mooney,tossup,43.9,47.1,9.0,r
2014,WV-03,Evan Jenkins,tossup,44.7,55.3,0.0,r
2014,WI-01,Paul Ryan,solid-r,36.7,63.3,0.0,r
2014,WI-02,Mark Pocan,solid-d,68.5,31.5,0.0,d
2014,WI-03,Ron Kind,solid-d,56.5,43.5,0.0,d
2014,WI-04,Gwen Moore,solid-d,70.2,26.9,2.9,d
2014,WI-05,Jim Sensenbrenner,solid-r,30.5,69.5,0.0,r
2014,WI-06,Glenn Grothman,likely-r,40.9,56.8,2.3,r
2014,WI-07,Sean Duffy,solid-r,39.4,59.3,1.3,r
2014,WI-08,Reid Ribble,solid-r,35.0,65.0,0.0,r
2014,WY-01,Cynthia Lummis,solid-r,23.0,68.5,8.5,r
2016,AL-01,Bradley Byrne,solid-r,0.0,96.4,3.6,r
2016,AL-02,Martha Roby,solid-r,40.5,48.8,10.7,r
2016,AL-03,Mike Rogers,solid-r,32.9,66.9,0.2,r
2016,AL-04,Robert Aderholt,solid-r,0.0,98.5,1.5,r
2016,AL-05,Mo Brooks,solid-r,33.2,66.7,0.1,r
2016,AL-06,Gary Palmer,solid-r,25.4,74.5,0.1,r
2016,AL-07,Terri Sewell,solid-d,98.4,0.0,1.6,d
2016,AK-01,Don Young,lean-r,36.0,50.3,13.7,r
2016,AZ-01,Tom O'Halleran,lean-d,50.7,43.4,5.9,d
2016,AZ-02,Martha McSally,likely-r,43.0,57.0,0.0,r
2016,AZ-03,Raúl Grijalva,solid-d,98.6,0.0,1.4,d
2016,AZ-04,Paul Gosar,solid-r,28.5,71.5,0.0,r
2016,AZ-05,Andy Biggs,solid-r,35.9,64.1,0.0,r
2016,AZ-06,David Schweikert,solid-r,37.9,62.1,0.0,r
2016,AZ-07,Ruben Gallego,solid-d,75.2,24.7,0.1,d
2016,AZ-08,Trent Franks,solid-r,0.0,68.5,31.5,r
2016,AZ-09,Kyrsten Sinema,solid-d,60.9,39.1,0.0,d
2016,AR-01,Rick Crawford,solid-r,0.0,76.3,23.7,r
2016,AR-02,French Hill,solid-r,36.8,58.4,4.8,r
2016,AR-03,Steve Womack,solid-r,0.0,77.3,22.7,r
2016,AR-04,Bruce Westerman,solid-r,0.0,74.9,25.1,r
2016,CA-01,Doug LaMalfa,solid-r,40.9,59.1,0.0,r
2016,CA-02,Jared Huffman,solid-d,76.9,23.1,0.0,d
2016,CA-03,John Garamendi,solid-d,59.4,40.6,0.0,d
2016,CA-04,Tom McClintock,solid-r,37.3,62.7,0.0,r
2016,CA-05,Mike Thompson,solid-d,76.9,23.1,0.0,d
2016,CA-06,Doris Matsui,solid-d,75.4,24.6,0.0,d
2016,CA-07,Ami Bera,lean-d,51.2,48.8,0.0,d
2016,CA-08,Paul Cook,solid-r,37.7,62.3,0.0,r
2016,CA-09,Jerry McNerney,solid-d,57.4,42.6,0.0,d
2016,CA-10,Jeff Denham,tossup,48.3,51.7,0.0,r
2016,CA-11,Mark DeSaulnier,solid-d,72.1,27.9,0.0,d
2016,CA-12,Nancy Pelosi,solid-d,80.9,0.0,19.1,d
2016,CA-13,Barbara Lee,solid-d,90.8,9.2,0.0,d
2016,CA-14,Jackie Speier,solid-d,80.9,19.1,0.0,d
2016,CA-15,Eric Swalwell,solid-d,73.8,26.2,0.0,d
2016,CA-16,Jim Costa,solid-d,58.0,42.0,0.0,d
2016,CA-17,Ro Khanna,solid-d,61.0,0.0,39.0,d
2016,CA-18,Anna Eshoo,solid-d,71.1,28.9,0.0,d
2016,CA-19,Zoe Lofgren,solid-d,73.9,26.1,0.0,d
2016,CA-20,Jimmy Panetta,solid-d,70.8,29.2,0.0,d
2016,CA-21,David Valadao,lean-r,43.3,56.7,0.0,r
2016,CA-22,Devin Nunes,solid-r,32.4,67.6,0.0,r
2016,CA-23,Kevin McCarthy,solid-r,30.8,69.2,0.0,r
2016,CA-24,Salud Carbajal,lean-d,53.4,46.6,0.0,d
2016,CA-25,Steve Knight,tossup,46.9,53.1,0.0,r
2016,CA-26,Julia Brownley,solid-d,60.4,39.6,0.0,d
2016,CA-27,Judy Chu,solid-d,67.4,32.6,0.0,d
2016,CA-28,Adam Schiff,solid-d,78.0,22.0,0.0,d
2016,CA-29,Tony Cárdenas,solid-d,74.7,0.0,25.3,d
2016,CA-30,Brad Sherman,solid-d,72.6,27.4,0.0,d
2016,CA-31,Pete Aguilar,solid-d,56.1,43.9,0.0,d
2016,CA-32,Grace Napolitano,solid-d,61.6,0.0,38.4,d
2016,CA-33,Ted Lieu,solid-d,66.4,33.6,0.0,d
2016,CA-34,Xavier Becerra,solid-d,77.2,0.0,22.8,d
2016,CA-35,Norma Torres,solid-d,72.4,27.6,0.0,d
2016,CA-36,Raul Ruiz,solid-d,62.1,37.9,0.0,d
2016,CA-37,Karen Bass,solid-d,81.1,0.0,18.9,d
2016,CA-38,Linda Sánchez,solid-d,70.5,29.5,0.0,d
2016,CA-39,Ed Royce,solid-r,42.8,57.2,0.0,r
2016,CA-40,Lucille Roybal-Allard,solid-d,71.4,0.0,28.6,d
2016,CA-41,Mark Takano,solid-d,65.0,35.0,0.0,d
2016,CA-42,Ken Calvert,solid-r,41.2,58.8,0.0,r
2016,CA-43,Maxine Waters,solid-d,76.1,23.9,0.0,d
2016,CA-44,Nanette Barragán,solid-d,52.2,0.0,47.8,d
2016,CA-45,Mimi Walters,solid-r,41.4,58.6,0.0,r
2016,CA-46,Lou Correa,solid-d,70.0,0.0,30.0,d
2016,CA-47,Alan Lowenthal,solid-d,63.7,36.3,0.0,d
2016,CA-48,Dana Rohrabacher,solid-r,41.7,58.3,0.0,r
2016,CA-49,Darrell Issa,tossup,49.7,50.3,0.0,r
2016,CA-50,Duncan D. Hunter,solid-r,36.5,63.5,0.0,r
2016,CA-51,Juan Vargas,solid-d,72.8,27.2,0.0,d
2016,CA-52,Scott Peters,solid-d,56.5,43.5,0.0,d
2016,CA-53,Susan Davis,solid-d,67.0,33.0,0.0,d
2016,CO-01,Diana DeGette,solid-d,67.9,27.7,4.4,d
2016,CO-02,Jared Polis,solid-d,56.9,37.2,5.9,d
2016,CO-03,Scott Tipton,likely-r,40.4,54.6,5.0,r
2016,CO-04,Ken Buck,solid-r,31.5,63.6,4.9,r
2016,CO-05,Doug Lamborn,solid-r,30.8,62.3,6.9,r
2016,CO-06,Mike Coffman,tossup,42.6,50.9,6.5,r
2016,CO-07,Ed Perlmutter,solid-d,55.2,39.8,5.0,d
2016,CT-01,John B. Larson,solid-d,64.1,33.8,2.1,d
2016,CT-02,Joe Courtney,solid-d,63.2,33.7,3.1,d
2016,CT-03,Rosa DeLauro,solid-d,69.0,31.0,0.0,d
2016,CT-04,Jim Himes,solid-d,59.9,40.1,0.0,d
2016,CT-05,Elizabeth Esty,solid-d,58.0,42.0,0.0,d
2016,DE-01,Lisa Blunt Rochester,solid-d,55.5,41.0,3.5,d
2016,FL-01,Matt Gaetz,solid-r,30.9,69.1,0.0,r
2016,FL-02,Neal Dunn,likely-r,29.9,67.3,2.8,r
2016,FL-03,Ted Yoho,solid-r,39.8,56.6,3.6,r
2016,FL-04,John Rutherford,solid-r,27.6,70.2,2.2,r
2016,FL-05,Al Lawson,solid-d,64.2,35.8,0.0,d
2016,FL-06,Ron DeSantis,solid-r,41.4,58.6,0.0,r
2016,FL-07,Stephanie Murphy,tossup,51.5,48.5,0.0,d
2016,FL-08,Bill Posey,solid-r,32.6,63.1,4.3,r
2016,FL-09,Darren Soto,solid-d,57.5,42.5,0.0,d
2016,FL-10,Val Demings,likely-d,64.9,35.1,0.0,d
2016,FL-11,Daniel Webster,solid-r,31.6,65.4,3.0,r
2016,FL-12,Gus Bilirakis,solid-r,31.4,68.6,0.0,r
2016,FL-13,Charlie Crist,lean-d,51.9,48.1,0.0,d
2016,FL-14,Kathy Castor,solid-d,61.8,38.2,0.0,d
2016,FL-15,Dennis A. Ross,solid-r,42.5,57.5,0.0,r
2016,FL-16,Vern Buchanan,solid-r,40.2,59.8,0.0,r
2016,FL-17,Tom Rooney,solid-r,34.2,61.8,4.0,r
2016,FL-18,Brian Mast,lean-r,43.1,53.6,3.3,r
2016,FL-19,Francis Rooney,solid-r,34.1,65.9,0.0,r
2016,FL-20,Alcee Hastings,solid-d,80.3,19.7,0.0,d
2016,FL-21,Lois Frankel,solid-d,62.7,35.1,2.2,d
2016,FL-22,Ted Deutch,solid-d,58.9,41.1,0.0,d
2016,FL-23,Debbie Wasserman Schultz,solid-d,56.7,40.5,2.8,d
2016,FL-24,Frederica Wilson,solid-d,100.0,0.0,0.0,d
2016,FL-25,Mario Díaz-Balart,solid-r,37.6,62.4,0.0,r
2016,FL-26,Carlos Curbelo,tossup,41.2,53.0,5.8,r
2016,FL-27,Ileana Ros-Lehtinen,likely-r,45.1,54.9,0.0,r
2016,GA-01,Buddy Carter,solid-r,0.0,100.0,0.0,r
2016,GA-02,Sanford Bishop,solid-d,61.2,38.8,0.0,d
2016,GA-03,Drew Ferguson,solid-r,31.6,68.4,0.0,r
2016,GA-04,Hank Johnson,solid-d,75.7,24.3,0.0,d
2016,GA-05,John Lewis,solid-d,84.4,15.6,0.0,d
2016,GA-06,Tom Price,solid-r,38.3,61.7,0.0,r
2016,GA-07,Rob Woodall,solid-r,39.6,60.4,0.0,r
2016,GA-08,Austin Scott,solid-r,32.4,67.6,0.0,r
2016,GA-09,Doug Collins,solid-r,0.0,100.0,0.0,r
2016,GA-10,Jody Hice,solid-r,0.0,100.0,0.0,r
2016,GA-11,Barry Loudermilk,solid-r,32.6,67.4,0.0,r
2016,GA-12,Rick W. Allen,solid-r,38.4,61.6,0.0,r
2016,GA-13,David Scott,solid-d,100.0,0.0,0.0,d
2016,GA-14,Tom Graves,solid-r,0.0,100.0,0.0,r
2016,HI-01,Colleen Hanabusa,solid-d,71.9,22.7,5.4,d
2016,HI-02,Tulsi Gabbard,solid-d,81.2,18.8,0.0,d
2016,ID-01,Raúl Labrador,solid-r,31.8,68.2,0.0,r
2016,ID-02,Mike Simpson,solid-r,29.4,62.9,7.7,r
2016,IL-01,Bobby Rush,solid-d,74.1,25.9,0.0,d
2016,IL-02,Robin Kelly,solid-d,79.8,20.2,0.0,d
2016,IL-03,Dan Lipinski,solid-d,100.0,0.0,0.0,d
2016,IL-04,Luis Gutiérrez,solid-d,100.0,0.0,0.0,d
2016,IL-05,Mike Quigley,solid-d,67.8,27.5,4.7,d
2016,IL-06,Peter Roskam,solid-r,40.8,59.2,0.0,r
2016,IL-07,Danny K. Davis,solid-d,84.2,15.8,0.0,d
2016,IL-08,Raja Krishnamoorthi,solid-d,58.3,41.7,0.0,d
2016,IL-09,Jan Schakowsky,solid-d,66.5,33.5,0.0,d
2016,IL-10,Brad Schneider,tossup,52.6,47.4,0.0,d
2016,IL-11,Bill Foster,solid-d,60.4,39.6,0.0,d
2016,IL-12,Mike Bost,likely-r,39.7,54.3,6.0,r
2016,IL-13,Rodney Davis,solid-r,40.3,59.7,0.0,r
2016,IL-14,Randy Hultgren,solid-r,40.7,59.3,0.0,r
2016,IL-15,John Shimkus,solid-r,0.0,100.0,0.0,r
2016,IL-16,Adam Kinzinger,solid-r,0.0,99.9,0.1,r
2016,IL-17,Cheri Bustos,solid-d,60.3,39.7,0.0,d
2016,IL-18,Darin LaHood,solid-r,27.9,72.1,0.0,r
2016,IN-01,Pete Visclosky,solid-d,81.5,0.0,18.5,d
2016,IN-02,Jackie Walorski,likely-r,36.9,59.3,3.8,r
2016,IN-03,Jim Banks,solid-r,23.0,70.1,6.9,r
2016,IN-04,Todd Rokita,solid-r,30.5,64.6,4.9,r
2016,IN-05,Susan Brooks,solid-r,34.3,61.5,4.2,r
2016,IN-06,Luke Messer,solid-r,26.7,69.1,4.2,r
2016,IN-07,André Carson,solid-d,60.0,35.7,4.3,d
2016,IN-08,Larry Bucshon,solid-r,31.7,63.7,4.6,r
2016,IN-09,Trey Hollingsworth,lean-r,40.5,54.1,5.4,r
2016,IA-01,Rod Blum,tossup,46.2,53.8,0.0,r
2016,IA-02,Dave Loebsack,solid-d,53.7,46.3,0.0,d
2016,IA-03,David Young,lean-r,39.8,53.5,6.7,r
2016,IA-04,Steve King,solid-r,38.7,61.3,0.0,r
2016,KS-01,Roger Marshall,solid-r,0.0,65.8,34.2,r
2016,KS-02,Lynn Jenkins,solid-r,32.5,60.9,6.6,r
2016,KS-03,Kevin Yoder,lean-r,40.6,51.3,8.1,r
2016,KS-04,Mike Pompeo,solid-r,29.6,61.6,8.8,r
2016,KY-01,James Comer,solid-r,27.4,72.6,0.0,r
2016,KY-02,Brett Guthrie,solid-r,0.0,100.0,0.0,r
2016,KY-03,John Yarmuth,solid-d,63.5,36.5,0.0,d
2016,KY-04,Thomas Massie,solid-r,28.7,71.3,0.0,r
2016,KY-05,Hal Rogers,solid-r,0.0,100.0,0.0,r
2016,KY-06,Andy Barr,solid-r,38.9,61.1,0.0,r
2016,LA-01,Steve Scalise,solid-r,12.8,74.6,12.6,r
2016,LA-02,Cedric Richmond,solid-d,69.8,0.0,30.2,d
2016,LA-03,Clay Higgins,solid-r,0.0,56.1,43.9,r
2016,LA-04,Mike Johnson,solid-r,34.8,65.2,0.0,r
2016,LA-05,Ralph Abraham,solid-r,0.0,81.6,18.4,r
2016,LA-06,Garret Graves,solid-r,14.9,62.7,22.4,r
2016,ME-01,Chellie Pingree,solid-d,58.0,42.0,0.0,d
2016,ME-02,Bruce Poliquin,tossup,45.2,54.8,0.0,r
2016,MD-01,Andy Harris,solid-r,28.6,67.0,4.4,r
2016,MD-02,Dutch Ruppersberger,solid-d,62.1,33.1,4.8,d
2016,MD-03,John Sarbanes,solid-d,63.2,33.9,2.9,d
2016,MD-04,Anthony G. Brown,solid-d,74.1,21.4,4.5,d
2016,MD-05,Steny Hoyer,solid-d,67.4,29.4,3.2,d
2016,MD-06,John Delaney,likely-d,56.0,40.1,3.9,d
2016,MD-07,Elijah Cummings,solid-d,74.9,21.8,3.3,d
2016,MD-08,Jamie Raskin,solid-d,60.6,34.2,5.2,d
2016,MA-01,Richard Neal,solid-d,73.3,0.0,26.7,d
2016,MA-02,Jim McGovern,solid-d,98.2,0.0,1.8,d
2016,MA-03,Niki Tsongas,solid-d,68.7,31.2,0.1,d
2016,MA-04,Joseph Kennedy III,solid-d,70.1,29.8,0.1,d
2016,MA-05,Katherine Clark,solid-d,98.6,0.0,1.4,d
2016,MA-06,Seth Moulton,solid-d,98.4,0.0,1.6,d
2016,MA-07,Mike Capuano,solid-d,98.6,0.0,1.4,d
2016,MA-08,Stephen Lynch,solid-d,72.4,27.5,0.1,d
2016,MA-09,William R. Keating,solid-d,55.7,33.6,10.7,d
2016,MI-01,Jack Bergman,lean-r,40.1,54.9,5.0,r
2016,MI-02,Bill Huizenga,solid-r,32.5,62.6,4.9,r
2016,MI-03,Justin Amash,solid-r,37.5,59.5,3.0,r
2016,MI-04,John Moolenaar,solid-r,32.1,61.6,6.3,r
2016,MI-05,Dan Kildee,solid-d,61.2,35.1,3.7,d
2016,MI-06,Fred Upton,solid-r,36.4,58.7,4.9,r
2016,MI-07,Tim Walberg,likely-r,40.0,55.0,5.0,r
2016,MI-08,Mike Bishop,lean-r,39.2,56.0,4.8,r
2016,MI-09,Sander Levin,solid-d,57.9,37.4,4.7,d
2016,MI-10,Paul Mitchell,solid-r,32.3,63.1,4.6,r
2016,MI-11,Dave Trott,solid-r,40.2,52.9,6.9,r
2016,MI-12,Debbie Dingell,solid-d,64.3,29.3,6.4,d
2016,MI-13,John Conyers,solid-d,77.1,15.7,7.2,d
2016,MI-14,Brenda Lawrence,solid-d,78.5,18.7,2.8,d
2016,MN-01,Tim Walz,solid-d,50.3,49.6,0.1,d
2016,MN-02,Jason Lewis,tossup,45.2,47.0,7.8,r
2016,MN-03,Erik Paulsen,lean-r,43.0,56.7,0.3,r
2016,MN-04,Betty McCollum,solid-d,57.8,34.4,7.8,d
2016,MN-05,Keith Ellison,solid-d,69.1,22.3,8.6,d
2016,MN-06,Tom Emmer,solid-r,34.3,65.6,0.1,r
2016,MN-07,Collin Peterson,solid-d,52.5,47.4,0.1,d
2016,MN-08,Rick Nolan,tossup,50.2,49.6,0.2,d
2016,MS-01,Trent Kelly,solid-r,27.9,68.7,3.4,r
2016,MS-02,Bennie Thompson,solid-d,67.1,29.1,3.8,d
2016,MS-03,Gregg Harper,solid-r,30.4,66.2,3.4,r
2016,MS-04,Steven Palazzo,solid-r,27.8,65.0,7.2,r
2016,MO-01,Lacy Clay,solid-d,75.5,20.0,4.5,d
2016,MO-02,Ann Wagner,solid-r,37.7,58.5,3.8,r
2016,MO-03,Blaine Luetkemeyer,solid-r,27.9,67.8,4.3,r
2016,MO-04,Vicky Hartzler,solid-r,27.8,67.8,4.4,r
2016,MO-05,Emanuel Cleaver,solid-d,58.8,38.2,3.0,d
2016,MO-06,Sam Graves,solid-r,28.4,68.0,3.6,r
2016,MO-07,Billy Long,solid-r,27.4,67.5,5.1,r
2016,MO-08,Jason T. Smith,solid-r,22.7,74.4,2.9,r
2016,MT-01,Ryan Zinke,likely-r,40.5,56.2,3.3,r
2016,NE-01,Jeff Fortenberry,solid-r,30.5,69.5,0.0,r
2016,NE-02,Don Bacon,tossup,47.7,48.9,3.4,r
2016,NE-03,Adrian Smith,solid-r,0.0,100.0,0.0,r
2016,NV-01,Dina Titus,solid-d,61.9,28.8,9.3,d
2016,NV-02,Mark Amodei,solid-r,36.9,58.3,4.8,r
2016,NV-03,Jacky Rosen,tossup,47.2,46.0,6.8,d
2016,NV-04,Ruben Kihuen,lean-d,48.5,44.5,7.0,d
2016,NH-01,Carol Shea-Porter,lean-d,44.3,43.0,12.7,d
2016,NH-02,Ann McLane Kuster,solid-d,49.8,45.3,4.9,d
2016,NJ-01,Donald Norcross,solid-d,60.0,36.8,3.2,d
2016,NJ-02,Frank LoBiondo,solid-r,37.2,59.2,3.6,r
2016,NJ-03,Tom MacArthur,solid-r,38.9,59.3,1.8,r
2016,NJ-04,Chris Smith,solid-r,33.5,63.7,2.8,r
2016,NJ-05,Josh Gottheimer,tossup,51.1,46.7,2.2,d
2016,NJ-06,Frank Pallone,solid-d,63.7,34.9,1.4,d
2016,NJ-07,Leonard Lance,solid-r,43.1,54.1,2.8,r
2016,NJ-08,Albio Sires,solid-d,77.0,18.5,4.5,d
2016,NJ-09,Bill Pascrell,solid-d,69.7,28.0,2.3,d
2016,NJ-10,Donald Payne Jr.,solid-d,85.7,11.9,2.4,d
2016,NJ-11,Rodney Frelinghuysen,solid-r,38.9,58.0,3.1,r
2016,NJ-12,Bonnie Watson Coleman,solid-d,62.9,32.0,5.1,d
2016,NM-01,Michelle Luján Grisham,solid-d,65.1,34.9,0.0,d
2016,NM-02,Steve Pearce,solid-r,37.3,62.7,0.0,r
2016,NM-03,Ben Ray Luján,solid-d,62.4,37.6,0.0,d
2016,NY-01,Lee Zeldin,likely-r,41.0,58.9,0.1,r
2016,NY-02,Peter T. King,solid-r,37.5,62.4,0.1,r
2016,NY-03,Tom Suozzi,lean-d,52.8,47.2,0.0,d
2016,NY-04,Kathleen Rice,solid-d,59.5,40.4,0.1,d
2016,NY-05,Gregory Meeks,solid-d,85.4,13.0,1.6,d
2016,NY-06,Grace Meng,solid-d,72.1,26.7,1.2,d
2016,NY-07,Nydia Velazquez,solid-d,90.7,9.2,0.1,d
2016,NY-08,Hakeem Jeffries,solid-d,93.2,0.0,6.8,d
2016,NY-09,Yvette Clarke,solid-d,92.3,0.0,7.7,d
2016,NY-10,Jerrold Nadler,solid-d,78.0,21.9,0.1,d
2016,NY-11,Dan Donovan,solid-r,36.7,61.5,1.8,r
2016,NY-12,Carolyn Maloney,solid-d,83.1,16.8,0.1,d
2016,NY-13,Adriano Espaillat,solid-d,88.6,6.9,4.5,d
2016,NY-14,Joseph Crowley,solid-d,82.8,17.1,0.1,d
2016,NY-15,José E. Serrano,solid-d,95.2,3.5,1.3,d
2016,NY-16,Eliot Engel,solid-d,94.4,0.0,5.6,d
2016,NY-17,Nita Lowey,solid-d,99.1,0.0,0.9,d
2016,NY-18,Sean Patrick Maloney,solid-d,55.6,44.4,0.0,d
2016,NY-19,John Faso,tossup,45.7,54.2,0.1,r
2016,NY-20,Paul Tonko,solid-d,67.9,32.1,0.0,d
2016,NY-21,Elise Stefanik,likely-r,30.1,65.3,4.6,r
2016,NY-22,Claudia Tenney,lean-r,41.0,46.5,12.5,r
2016,NY-23,Tom Reed,likely-r,42.4,57.6,0.0,r
2016,NY-24,John Katko,likely-r,39.4,60.5,0.1,r
2016,NY-25,Louise Slaughter,likely-d,56.1,43.8,0.1,d
2016,NY-26,Brian Higgins,solid-d,74.6,25.4,0.0,d
2016,NY-27,Chris Collins,solid-r,32.8,67.2,0.0,r
2016,NC-01,G. K. Butterfield,solid-d,68.6,29.0,2.4,d
2016,NC-02,George Holding,solid-r,43.3,56.7,0.0,r
2016,NC-03,Walter B. Jones Jr.,solid-r,32.8,67.2,0.0,r
2016,NC-04,David Price,solid-d,68.2,31.8,0.0,d
2016,NC-05,Virginia Foxx,solid-r,41.6,58.4,0.0,r
2016,NC-06,Mark Walker,solid-r,40.8,59.2,0.0,r
2016,NC-07,David Rouzer,solid-r,39.1,60.9,0.0,r
2016,NC-08,Richard Hudson,solid-r,41.2,58.8,0.0,r
2016,NC-09,Robert Pittenger,solid-r,41.8,58.2,0.0,r
2016,NC-10,Patrick McHenry,solid-r,36.9,63.1,0.0,r
2016,NC-11,Mark Meadows,solid-r,35.9,64.1,0.0,r
2016,NC-12,Alma Adams,solid-d,67.0,33.0,0.0,d
2016,NC-13,Ted Budd,solid-r,43.9,56.1,0.0,r
2016,ND-01,Kevin Cramer,solid-r,23.8,69.1,7.1,r
2016,OH-01,Steve Chabot,solid-r,40.8,59.2,0.0,r
2016,OH-02,Brad Wenstrup,solid-r,32.8,65.0,2.2,r
2016,OH-03,Joyce Beatty,solid-d,68.6,31.4,0.0,d
2016,OH-04,Jim Jordan,solid-r,32.0,68.0,0.0,r
2016,OH-05,Bob Latta,solid-r,29.1,70.9,0.0,r
2016,OH-06,Bill Johnson,solid-r,29.3,70.7,0.0,r
2016,OH-07,Bob Gibbs,solid-r,29.0,64.0,7.0,r
2016,OH-08,Warren Davidson,solid-r,27.0,68.8,4.2,r
2016,OH-09,Marcy Kaptur,solid-d,68.7,31.3,0.0,d
2016,OH-10,Mike Turner,solid-r,32.7,64.1,3.2,r
2016,OH-11,Marcia Fudge,solid-d,80.3,19.8,0.0,d
2016,OH-12,Pat Tiberi,solid-r,29.8,66.6,3.6,r
2016,OH-13,Tim Ryan,solid-d,67.7,32.3,0.0,d
2016,OH-14,David Joyce,solid-r,37.4,62.6,0.0,r
2016,OH-15,Steve Stivers,solid-r,33.8,66.2,0.0,r
2016,OH-16,Jim Renacci,solid-r,34.7,65.3,0.0,r
2016,OK-01,Jim Bridenstine,solid-r,0.0,100.0,0.0,r
2016,OK-02,Markwayne Mullin,solid-r,23.2,70.6,6.2,r
2016,OK-03,Frank Lucas,solid-r,21.7,78.3,0.0,r
2016,OK-04,Tom Cole,solid-r,26.1,69.6,4.3,r
2016,OK-05,Steve Russell,solid-r,36.8,57.1,6.1,r
2016,OR-01,Suzanne Bonamici,solid-d,59.6,37.0,3.4,d
2016,OR-02,Greg Walden,solid-r,28.0,71.7,0.3,r
2016,OR-03,Earl Blumenauer,solid-d,71.8,0.0,28.2,d
2016,OR-04,Peter DeFazio,solid-d,55.5,39.7,4.8,d
