year,district,winner_name,cook_rating,dem,repub,other,winner
2006,LA-03,Charlie Melancon,NA,55.0,40.3,4.7,d
2006,LA-04,Jim McCrery,NA,16.9,57.4,25.7,r
2006,LA-05,Rodney Alexander,NA,29.0,68.3,2.7,r
2006,LA-06,Richard Baker,NA,0.0,82.8,17.2,r
2006,LA-07,Charles Boustany,NA,29.3,70.7,0.0,r
2006,ME-01,Tom Allen,NA,60.8,31.3,7.9,d
2006,ME-02,Mike Michaud,NA,70.5,29.5,0.0,d
2006,MD-01,Wayne Gilchrest,NA,31.1,68.8,0.1,r
2006,MD-02,Dutch Ruppersberger,NA,69.2,30.7,0.1,d
2006,MD-03,John Sarbanes,NA,64.0,33.8,2.2,d
2006,MD-04,Albert Wynn,NA,80.7,18.6,0.7,d
2006,MD-05,Steny Hoyer,NA,82.7,0.0,17.3,d
2006,MD-06,Roscoe Bartlett,NA,38.4,59.0,2.6,r
2006,MD-07,Elijah Cummings,NA,100.0,0.0,0.0,d
2006,MD-08,Chris Van Hollen,NA,76.5,21.9,1.6,d
2006,MA-01,John Olver,NA,76.5,0.0,23.5,d
2006,MA-02,Richard Neal,NA,100.0,0.0,0.0,d
2006,MA-03,Jim McGovern,NA,100.0,0.0,0.0,d
2006,MA-04,Barney Frank,NA,100.0,0.0,0.0,d
2006,MA-05,Marty Meehan,NA,100.0,0.0,0.0,d
2006,MA-06,John F. Tierney,NA,69.7,29.3,1.0,d
2006,MA-07,Ed Markey,NA,100.0,0.0,0.0,d
2006,MA-08,Mike Capuano,NA,91.0,0.0,9.0,d
2006,MA-09,Stephen F. Lynch,NA,78.2,21.8,0.0,d
2006,MA-10,Bill Delahunt,NA,64.3,29.4,6.3,d
2006,MI-01,Bart Stupak,NA,69.4,28.0,2.6,d
2006,MI-02,Pete Hoekstra,NA,31.6,66.4,2.0,r
2006,MI-03,Vern Ehlers,NA,34.6,63.1,2.3,r
2006,MI-04,Dave Camp,NA,37.9,60.6,1.5,r
2006,MI-05,Dale Kildee,NA,72.9,25.2,1.9,d
2006,MI-06,Fred Upton,NA,37.9,60.6,1.5,r
2006,MI-07,Tim Walberg,NA,46.0,49.9,4.1,r
2006,MI-08,Mike Rogers,NA,42.9,55.3,1.8,r
2006,MI-09,Joe Knollenberg,NA,46.2,51.6,2.2,r
2006,MI-10,Candice Miller,NA,31.3,66.2,2.5,r
2006,MI-11,Thad McCotter,NA,43.0,54.1,2.9,r
2006,MI-12,Sander Levin,NA,70.2,26.1,3.7,d
2006,MI-13,Carolyn Cheeks Kilpatrick,NA,100.0,0.0,0.0,d
2006,MI-14,John Conyers,NA,85.3,14.7,0.0,d
2006,MI-15,John Dingell,NA,87.9,0.0,12.1,d
2006,MN-01,Tim Walz,NA,52.7,47.1,0.2,d
2006,MN-02,John Kline,NA,40.0,56.2,3.8,r
2006,MN-03,Jim Ramstad,NA,35.0,64.9,0.1,r
2006,MN-04,Betty McCollum,NA,69.5,30.2,0.3,d
2006,MN-05,Keith Ellison,NA,55.6,21.3,23.1,d
2006,MN-06,Michele Bachmann,NA,42.1,50.1,7.8,r
2006,MN-07,Collin Peterson,NA,69.7,29.0,1.3,d
2006,MN-08,Jim Oberstar,NA,63.6,34.4,2.0,d
2006,MS-01,Roger Wicker,NA,34.1,65.9,0.0,r
2006,MS-02,Bennie Thompson,NA,64.3,35.7,0.0,d
2006,MS-03,Chip Pickering,NA,0.0,77.7,22.3,r
2006,MS-04,Gene Taylor,NA,79.8,20.2,0.0,d
2006,MO-01,Lacy Clay,NA,72.9,24.7,2.4,d
2006,MO-02,Todd Akin,NA,36.6,61.3,2.1,r
2006,MO-03,Russ Carnahan,NA,65.6,31.7,2.7,d
2006,MO-04,Ike Skelton,NA,67.6,29.4,3.0,d
2006,MO-05,Emanuel Cleaver,NA,64.2,32.3,3.5,d
2006,MO-06,Sam Graves,NA,35.7,61.6,2.7,r
2006,MO-07,Roy Blunt,NA,30.1,66.7,3.2,r
2006,MO-08,Jo Ann Emerson,NA,26.4,71.6,2.0,r
2006,MO-09,Kenny Hulshof,NA,35.9,61.4,2.7,r
2006,MT-01,Denny Rehberg,NA,39.1,59.0,1.9,r
2006,NE-01,Jeff Fortenberry,NA,41.6,58.4,0.0,r
2006,NE-02,Lee Terry,NA,45.3,54.7,0.0,r
2006,NE-03,Adrian Smith,NA,45.0,55.0,0.0,r
2006,NV-01,Shelley Berkley,NA,64.8,31.2,4.0,d
2006,NV-02,Dean Heller,NA,44.9,50.4,4.7,r
2006,NV-03,Jon Porter,NA,46.6,48.5,4.9,r
2006,NH-01,Carol Shea-Porter,NA,51.3,48.7,0.0,d
2006,NH-02,Paul Hodes,NA,52.7,45.6,1.7,d
2006,NJ-01,Rob Andrews,NA,100.0,0.0,0.0,d
2006,NJ-02,Frank LoBiondo,NA,35.6,61.6,2.8,r
2006,NJ-03,Jim Saxton,NA,41.0,58.4,0.6,r
2006,NJ-04,Chris Smith,NA,33.2,65.7,1.1,r
2006,NJ-05,Scott Garrett,NA,43.8,54.9,1.3,r
2006,NJ-06,Frank Pallone,NA,68.6,30.3,1.1,d
2006,NJ-07,Mike Ferguson,NA,47.9,49.4,2.7,r
2006,NJ-08,Bill Pascrell,NA,70.9,28.4,0.7,d
2006,NJ-09,Steve Rothman,NA,71.5,27.6,0.9,d
2006,NJ-10,Donald M. Payne,NA,100.0,0.0,0.0,d
2006,NJ-11,Rodney Frelinghuysen,NA,36.6,62.1,1.3,r
2006,NJ-12,Rush Holt Jr.,NA,65.7,34.3,0.0,d
2006,NJ-13,Albio Sires,NA,77.5,19.4,3.1,d
2006,NM-01,Heather Wilson,NA,49.8,50.2,0.0,r
2006,NM-02,Steve Pearce,NA,40.5,59.4,0.1,r
2006,NM-03,Tom Udall,NA,74.6,25.4,0.0,d
2006,NY-01,Tim Bishop,NA,62.2,37.8,0.0,d
2006,NY-02,Steve Israel,NA,70.4,29.6,0.0,d
2006,NY-03,Peter T. King,NA,44.0,56.0,0.0,r
2006,NY-04,Carolyn McCarthy,NA,64.9,35.1,0.0,d
2006,NY-05,Gary Ackerman,NA,100.0,0.0,0.0,d
2006,NY-06,Gregory Meeks,NA,100.0,0.0,0.0,d
2006,NY-07,Joseph Crowley,NA,84.0,16.0,0.0,d
2006,NY-08,Jerrold Nadler,NA,85.0,13.6,1.4,d
2006,NY-09,Anthony Weiner,NA,100.0,0.0,0.0,d
2006,NY-10,Ed Towns,NA,92.2,5.9,1.9,d
2006,NY-11,Yvette Clarke,NA,90.0,7.6,2.4,d
2006,NY-12,Nydia Velazquez,NA,89.7,10.3,0.0,d
2006,NY-13,Vito Fossella,NA,43.2,56.8,0.0,r
2006,NY-14,Carolyn Maloney,NA,84.5,15.5,0.0,d
2006,NY-15,Charles Rangel,NA,94.0,6.0,0.0,d
2006,NY-16,José Enrique Serrano,NA,95.3,4.7,0.0,d
2006,NY-17,Eliot Engel,NA,76.4,23.6,0.0,d
2006,NY-18,Nita Lowey,NA,70.7,29.3,0.0,d
2006,NY-19,John Hall,NA,51.2,48.8,0.0,d
2006,NY-20,Kirsten Gillibrand,NA,53.1,46.9,0.0,d
2006,NY-21,Mike McNulty,NA,78.2,21.8,0.0,d
2006,NY-22,Maurice Hinchey,NA,100.0,0.0,0.0,d
2006,NY-23,John M. McHugh,NA,36.9,63.1,0.0,r
2006,NY-24,Mike Arcuri,NA,53.9,45.0,1.1,d
2006,NY-25,James T. Walsh,NA,49.2,50.8,0.0,r
2006,NY-26,Thomas M. Reynolds,NA,48.0,52.0,0.0,r
2006,NY-27,Brian Higgins,NA,79.3,20.7,0.0,d
2006,NY-28,Louise Slaughter,NA,73.2,26.8,0.0,d
2006,NY-29,Randy Kuhl,NA,48.5,51.5,0.0,r
2006,NC-01,G. K. Butterfield,NA,100.0,0.0,0.0,d
2006,NC-02,Bob Etheridge,NA,66.5,33.5,0.0,d
2006,NC-03,Walter Jones Jr.,NA,31.4,68.6,0.0,r
2006,NC-04,David Price,NA,65.0,35.0,0.0,d
2006,NC-05,Virginia Foxx,NA,42.8,57.2,0.0,r
2006,NC-06,Howard Coble,NA,29.2,70.8,0.0,r
2006,NC-07,Mike McIntyre,NA,72.8,27.2,0.0,d
2006,NC-08,Robin Hayes,NA,49.9,50.1,0.0,r
2006,NC-09,Sue Myrick,NA,33.5,66.5,0.0,r
2006,NC-10,Patrick McHenry,NA,38.2,61.8,0.0,r
2006,NC-11,Heath Shuler,NA,53.8,46.2,0.0,d
2006,NC-12,Mel Watt,NA,67.0,33.0,0.0,d
2006,NC-13,Brad Miller,NA,63.7,36.3,0.0,d
2006,ND-01,Earl Pomeroy,NA,65.7,34.3,0.0,d
2006,OH-01,Steve Chabot,NA,47.7,52.3,0.0,r
2006,OH-02,Jean Schmidt,NA,49.4,50.5,0.1,r
2006,OH-03,Mike Turner,NA,41.5,58.5,0.0,r
2006,OH-04,Jim Jordan,NA,40.0,60.0,0.0,r
2006,OH-05,Paul Gillmor,NA,43.1,56.9,0.0,r
2006,OH-06,Charlie Wilson,NA,62.1,37.9,0.0,d
2006,OH-07,Dave Hobson,NA,39.4,60.6,0.0,r
2006,OH-08,John Boehner,NA,36.2,63.8,0.0,r
2006,OH-09,Marcy Kaptur,NA,73.6,26.4,0.0,d
2006,OH-10,Dennis Kucinich,NA,66.4,33.6,0.0,d
2006,OH-11,Stephanie Tubbs Jones,NA,83.4,16.6,0.0,d
2006,OH-12,Pat Tiberi,NA,42.7,57.3,0.0,r
2006,OH-13,Betty Sutton,NA,61.2,38.8,0.0,d
2006,OH-14,Steve LaTourette,NA,39.0,57.6,3.4,r
2006,OH-15,Deborah Pryce,NA,49.7,50.2,0.1,r
2006,OH-16,Ralph Regula,NA,41.7,58.3,0.0,r
2006,OH-17,Tim Ryan,NA,80.3,19.7,0.0,d
2006,OH-18,Zack Space,NA,62.1,37.9,0.0,d
2006,OK-01,John A. Sullivan,NA,30.9,63.6,5.5,r
2006,OK-02,Dan Boren,NA,72.7,27.3,0.0,d
2006,OK-03,Frank Lucas,NA,32.5,67.5,0.0,r
2006,OK-04,Tom Cole,NA,35.4,64.6,0.0,r
2006,OK-05,Mary Fallin,NA,37.3,60.4,2.3,r
2006,OR-01,David Wu,NA,62.8,33.7,3.5,d
2006,OR-02,Greg Walden,NA,30.4,66.8,2.8,r
2006,OR-03,Earl Blumenauer,NA,73.5,23.5,3.0,d
2006,OR-04,Peter DeFazio,NA,62.3,37.6,0.1,d
2006,OR-05,Darlene Hooley,NA,54.0,42.8,3.2,d
2006,PA-01,Bob Brady,NA,100.0,0.0,0.0,d
2006,PA-02,Chaka Fattah,NA,88.6,9.2,2.2,d
2006,PA-03,Phil English,NA,42.1,53.6,4.3,r
2006,PA-04,Jason Altmire,NA,51.9,48.1,0.0,d
2006,PA-05,John E. Peterson,NA,39.9,60.1,0.0,r
2006,PA-06,Jim Gerlach,NA,49.3,50.7,0.0,r
2006,PA-07,Joe Sestak,NA,56.4,43.6,0.0,d
2006,PA-08,Patrick Murphy,NA,50.3,49.7,0.0,d
2006,PA-09,Bill Shuster,NA,39.7,60.3,0.0,r
2006,PA-10,Chris Carney,NA,52.9,47.1,0.0,d
2006,PA-11,Paul Kanjorski,NA,72.5,27.5,0.0,d
2006,PA-12,John Murtha,NA,60.8,39.2,0.0,d
2006,PA-13,Allyson Schwartz,NA,66.1,33.9,0.0,d
2006,PA-14,Michael F. Doyle,NA,90.1,0.0,9.9,d
2006,PA-15,Charlie Dent,NA,43.5,53.6,2.9,r
2006,PA-16,Joe Pitts,NA,39.5,56.6,3.9,r
2006,PA-17,Tim Holden,NA,64.5,35.5,0.0,d
2006,PA-18,Tim Murphy,NA,42.2,57.8,0.0,r
2006,PA-19,Todd Platts,NA,33.5,64.0,2.5,r
2006,RI-01,Patrick J. Kennedy,NA,69.2,23.2,7.6,d
2006,RI-02,Jim Langevin,NA,72.7,0.0,27.3,d
2006,SC-01,Henry E. Brown Jr.,NA,37.9,59.9,2.2,r
2006,SC-02,Addison G. Wilson,NA,37.3,62.6,0.1,r
2006,SC-03,J. Gresham Barrett,NA,37.1,62.9,0.0,r
2006,SC-04,Bob Inglis,NA,32.0,64.2,3.8,r
2006,SC-05,John Spratt,NA,56.9,43.1,0.0,d
2006,SC-06,Jim Clyburn,NA,64.4,34.2,1.4,d
2006,SD-01,Stephanie Herseth Sandlin,NA,69.1,29.3,1.6,d
2006,TN-01,David Davis,NA,36.9,61.1,2.0,r
2006,TN-02,Jimmy Duncan,NA,22.3,77.7,0.0,r
2006,TN-03,Zach Wamp,NA,34.3,65.7,0.0,r
2006,TN-04,Lincoln Davis,NA,67.5,32.5,0.0,d
2006,TN-05,Jim Cooper,NA,68.9,28.0,3.1,d
2006,TN-06,Bart Gordon,NA,67.1,31.4,1.5,d
2006,TN-07,Marsha Blackburn,NA,31.8,66.0,2.2,r
2006,TN-08,John Tanner,NA,73.2,26.8,0.0,d
2006,TN-09,Steve Cohen,NA,59.9,18.0,22.1,d
2006,TX-01,Louie Gohmert,NA,30.3,68.0,1.7,r
2006,TX-02,Ted Poe,NA,32.7,65.6,1.7,r
2006,TX-03,Sam Johnson,NA,34.9,62.5,2.6,r
2006,TX-04,Ralph Hall,NA,33.4,64.4,2.2,r
2006,TX-05,Jeb Hensarling,NA,35.6,61.8,2.6,r
2006,TX-06,Joe Barton,NA,37.1,60.5,2.4,r
2006,TX-07,John Culberson,NA,38.5,59.2,2.3,r
2006,TX-08,Kevin Brady,NA,32.7,67.3,0.0,r
2006,TX-09,Al Green,NA,100.0,0.0,0.0,d
2006,TX-10,Michael McCaul,NA,40.4,55.3,4.3,r
2006,TX-11,Mike Conaway,NA,0.0,100.0,0.0,r
2006,TX-12,Kay Granger,NA,31.1,66.9,2.0,r
2006,TX-13,Mac Thornberry,NA,23.0,74.4,2.6,r
2006,TX-14,Ron Paul,NA,39.8,60.2,0.0,r
2006,TX-15,Ruben Hinojosa,NA,61.8,23.7,14.5,d
2006,TX-16,Silvestre Reyes,NA,78.7,0.0,21.3,d
2006,TX-17,Chet Edwards,NA,58.1,40.3,1.6,d
2006,TX-18,Sheila Jackson Lee,NA,76.6,19.1,4.3,d
2006,TX-19,Randy Neugebauer,NA,29.8,67.7,2.5,r
2006,TX-20,Charlie Gonzalez,NA,87.4,0.0,12.6,d
2006,TX-21,Lamar S. Smith,NA,24.5,60.1,15.4,r
2006,TX-22,Nick Lampson,NA,51.8,0.0,48.2,d
2006,TX-23,Ciro Rodriguez,NA,19.9,48.6,31.5,r
2006,TX-24,Kenny Marchant,NA,37.2,59.8,3.0,r
2006,TX-25,Lloyd Doggett,NA,67.3,26.3,6.4,d
2006,TX-26,Michael C. Burgess,NA,37.2,60.2,2.6,r
2006,TX-27,Solomon Ortiz,NA,56.8,38.9,4.3,d
2006,TX-28,Henry Cuellar,NA,67.6,0.0,32.4,d
2006,TX-29,Gene Green,NA,73.5,24.4,2.1,d
2006,TX-30,Eddie Bernice Johnson,NA,80.2,17.6,2.2,d
2006,TX-31,John Carter,NA,38.8,58.5,2.7,r
2006,TX-32,Pete Sessions,NA,41.3,56.4,2.3,r
2006,UT-01,Rob Bishop,NA,32.4,63.1,4.5,r
2006,UT-02,Jim Matheson,NA,59.0,37.3,3.7,d
2006,UT-03,Chris Cannon,NA,32.2,57.7,10.1,r
2006,VT-01,Peter Welch,NA,53.2,44.5,2.3,d
2006,VA-01,Jo Ann Davis,NA,35.5,63.0,1.5,r
2006,VA-02,Thelma Drake,NA,48.5,51.3,0.2,r
2006,VA-03,Robert C. Scott,NA,100.0,0.0,0.0,d
2006,VA-04,Randy Forbes,NA,0.0,76.1,23.9,r
2006,VA-05,Virgil Goode,NA,39.9,59.1,1.0,r
2006,VA-06,Bob Goodlatte,NA,0.0,75.1,24.9,r
2006,VA-07,Eric Cantor,NA,34.4,63.9,1.7,r
2006,VA-08,Jim Moran,NA,66.4,30.6,3.0,d
2006,VA-09,Rick Boucher,NA,67.8,32.2,0.0,d
2006,VA-10,Frank Wolf,NA,41.0,57.3,1.7,r
2006,VA-11,Thomas M. Davis,NA,43.6,55.5,0.9,r
2006,WA-01,Jay Inslee,NA,67.7,32.3,0.0,d
2006,WA-02,Rick Larsen,NA,64.2,35.8,0.0,d
2006,WA-03,Brian Baird,NA,63.1,36.9,0.0,d
2006,WA-04,Doc Hastings,NA,40.1,59.9,0.0,r
2006,WA-05,Cathy McMorris,NA,43.6,56.4,0.0,r
2006,WA-06,Norm Dicks,NA,70.6,29.4,0.0,d
2006,WA-07,Jim McDermott,NA,79.4,15.7,4.9,d
2006,WA-08,Dave Reichert,NA,48.5,51.5,0.0,r
2006,WA-09,Adam Smith,NA,65.7,34.3,0.0,d
2006,WV-01,Alan Mollohan,NA,64.3,35.6,0.1,d
2006,WV-02,Shelley Capito,NA,42.8,57.2,0.0,r
2006,WV-03,Nick Rahall,NA,69.4,30.6,0.0,d
2006,WI-01,Paul Ryan,NA,37.2,62.8,0.0,r
2006,WI-02,Tammy Baldwin,NA,62.9,37.1,0.0,d
2006,WI-03,Ron Kind,NA,64.9,35.1,0.0,d
2006,WI-04,Gwen Moore,NA,71.5,28.5,0.0,d
2006,WI-05,Jim Sensenbrenner,NA,35.7,61.8,2.5,r
2006,WI-06,Tom Petri,NA,0.0,100.0,0.0,r
2006,WI-07,Dave Obey,NA,62.2,35.0,2.8,d
2006,WI-08,Steve Kagen,NA,51.1,48.9,0.0,d
2006,WY-01,Barbara Cubin,NA,47.8,48.3,3.9,r
2008,AL-01,Jo Bonner,solid-r,0.0,100.0,0.0,r
2008,AL-02,Bobby Bright,tossup,50.2,49.6,0.2,d
2008,AL-03,Mike D. Rogers,likely-r,45.8,54.0,0.2,r
2008,AL-04,Robert Aderholt,solid-r,25.1,74.8,0.1,r
2008,AL-05,Parker Griffith,tossup,51.5,47.9,0.6,d
2008,AL-06,Spencer Bachus,solid-r,0.0,100.0,0.0,r
2008,AL-07,Artur Davis,solid-d,100.0,0.0,0.0,d
2008,AK-01,Don Young,tossup,45.0,50.2,4.8,r
2008,AZ-01,Ann Kirkpatrick,likely-d,55.9,39.4,4.7,d
2008,AZ-02,Trent Franks,solid-r,37.2,59.4,3.4,r
2008,AZ-03,John Shadegg,lean-r,42.1,54.1,3.8,r
2008,AZ-04,Ed Pastor,solid-d,72.1,21.2,6.7,d
2008,AZ-05,Harry Mitchell,likely-d,53.2,43.6,3.2,d
2008,AZ-06,Jeff Flake,solid-r,34.5,62.5,3.0,r
2008,AZ-07,Raul Grijalva,solid-d,63.3,32.8,3.9,d
2008,AZ-08,Gabrielle Giffords,likely-d,54.7,42.8,2.5,d
2008,AR-01,Robert Marion Berry,solid-d,100.0,0.0,0.0,d
2008,AR-02,Vic Snyder,solid-d,76.5,0.0,23.5,d
2008,AR-03,John Boozman,solid-r,0.0,78.5,21.5,r
2008,AR-04,Mike Ross,solid-d,86.2,0.0,13.8,d
2008,CA-01,Mike Thompson,solid-d,68.2,23.3,8.5,d
2008,CA-02,Wally Herger,solid-r,42.1,57.9,0.0,r
2008,CA-03,Dan Lungren,likely-r,44.0,49.5,6.5,r
2008,CA-04,Tom McClintock,tossup,49.7,50.3,0.0,r
2008,CA-05,Doris Matsui,solid-d,74.3,20.9,4.8,d
2008,CA-06,Lynn Woolsey,solid-d,71.7,24.1,4.2,d
2008,CA-07,George Miller,solid-d,72.9,21.8,5.3,d
2008,CA-08,Nancy Pelosi,solid-d,71.9,9.7,18.4,d
2008,CA-09,Barbara Lee,solid-d,86.1,9.7,4.2,d
2008,CA-10,Ellen Tauscher,solid-d,65.2,31.1,3.7,d
2008,CA-11,Jerry McNerney,lean-d,55.3,44.7,0.0,d
2008,CA-12,Jackie Speier,solid-d,75.2,18.5,6.3,d
2008,CA-13,Pete Stark,solid-d,76.5,23.5,0.0,d
2008,CA-14,Anna Eshoo,solid-d,69.8,22.3,7.9,d
2008,CA-15,Mike Honda,solid-d,71.7,23.3,5.0,d
2008,CA-16,Zoe Lofgren,solid-d,71.4,24.0,4.6,d
2008,CA-17,Sam Farr,solid-d,73.9,25.9,0.2,d
2008,CA-18,Dennis Cardoza,solid-d,100.0,0.0,0.0,d
2008,CA-19,George Radanovich,solid-r,0.0,98.5,1.5,r
2008,CA-20,Jim Costa,solid-d,74.4,25.6,0.0,d
2008,CA-21,Devin Nunes,solid-r,31.6,68.4,0.0,r
2008,CA-22,Kevin McCarthy,solid-r,0.0,100.0,0.0,r
2008,CA-23,Lois Capps,solid-d,68.1,31.9,0.0,d
2008,CA-24,Elton Gallegly,solid-r,41.8,58.2,0.0,r
2008,CA-25,Howard McKeon,solid-r,42.2,57.8,0.0,r
2008,CA-26,David Dreier,likely-r,40.4,52.7,6.9,r
2008,CA-27,Brad Sherman,solid-d,68.6,24.8,6.6,d
2008,CA-28,Howard Berman,solid-d,99.9,0.0,0.1,d
2008,CA-29,Adam Schiff,solid-d,69.0,26.7,4.3,d
2008,CA-30,Henry Waxman,solid-d,100.0,0.0,0.0,d
2008,CA-31,Xavier Becerra,solid-d,100.0,0.0,0.0,d
2008,CA-32,Hilda Solis,solid-d,100.0,0.0,0.0,d
2008,CA-33,Diane Watson,solid-d,87.6,12.4,0.0,d
2008,CA-34,Lucille Roybal-Allard,solid-d,77.1,22.9,0.0,d
2008,CA-35,Maxine Waters,solid-d,82.6,13.3,4.1,d
2008,CA-36,Jane Harman,solid-d,68.7,31.3,0.0,d
2008,CA-37,Laura Richardson,solid-d,75.0,0.0,25.0,d
2008,CA-38,Grace Napolitano,solid-d,81.8,0.0,18.2,d
2008,CA-39,Linda Sánchez,solid-d,69.7,30.3,0.0,d
2008,CA-40,Ed Royce,solid-r,37.4,62.6,0.0,r
2008,CA-41,Jerry Lewis,solid-r,38.3,61.7,0.0,r
2008,CA-42,Gary Miller,solid-r,39.8,60.2,0.0,r
2008,CA-43,Joe Baca,solid-d,69.2,30.8,0.0,d
2008,CA-44,Ken Calvert,solid-r,48.8,51.2,0.0,r
2008,CA-45,Mary Bono Mack,likely-r,41.7,58.3,0.0,r
2008,CA-46,Dana Rohrabacher,likely-r,43.1,52.6,4.3,r
2008,CA-47,Loretta Sanchez,solid-d,69.5,25.5,5.0,d
2008,CA-48,John B. T. Campbell III,solid-r,40.6,55.7,3.7,r
2008,CA-49,Darrell Issa,solid-r,37.5,58.3,4.2,r
2008,CA-50,Brian Bilbray,lean-r,45.2,50.3,4.5,r
2008,CA-51,Bob Filner,solid-d,72.8,24.2,3.0,d
2008,CA-52,Duncan D. Hunter,solid-r,39.0,56.4,4.6,r
2008,CA-53,Susan Davis,solid-d,68.5,27.5,4.0,d
2008,CO-01,Diana DeGette,solid-d,71.9,23.8,4.3,d
2008,CO-02,Jared Polis,solid-d,62.6,33.9,3.5,d
2008,CO-03,John Salazar,solid-d,61.6,38.4,0.0,d
2008,CO-04,Betsy Markey,tossup,56.2,43.8,0.0,d
2008,CO-05,Doug Lamborn,solid-r,37.0,60.0,3.0,r
2008,CO-06,Mike Coffman,solid-r,39.3,60.7,0.0,r
2008,CO-07,Ed Perlmutter,solid-d,63.5,36.5,0.0,d
2008,CT-01,John Larson,solid-d,71.6,26.0,2.4,d
2008,CT-02,Joe Courtney,solid-d,65.7,32.4,1.9,d
2008,CT-03,Rosa DeLauro,solid-d,77.4,19.7,2.9,d
2008,CT-04,Jim Himes,tossup,51.3,47.6,1.1,d
2008,CT-05,Chris Murphy,solid-d,59.2,39.0,1.8,d
2008,DE-01,Michael Castle,solid-r,38.0,61.1,0.9,r
2008,FL-01,Jeff Miller,solid-r,29.8,70.2,0.0,r
2008,FL-02,Allen Boyd,solid-d,61.9,38.1,0.0,d
2008,FL-03,Corrine Brown,solid-d,100.0,0.0,0.0,d
2008,FL-04,Ander Crenshaw,solid-r,34.7,65.3,0.0,r
2008,FL-05,Ginny Brown-Waite,solid-r,38.8,61.2,0.0,r
2008,FL-06,Cliff Stearns,solid-r,39.1,60.9,0.0,r
2008,FL-07,John Mica,solid-r,38.0,62.0,0.0,r
2008,FL-08,Alan Grayson,tossup,52.0,48.0,0.0,d
2008,FL-09,Gus Bilirakis,solid-r,36.3,62.2,1.5,r
2008,FL-10,Bill Young,solid-r,39.3,60.7,0.0,r
2008,FL-11,Kathy Castor,solid-d,71.7,28.3,0.0,d
2008,FL-12,Adam Putnam,solid-r,42.5,57.5,0.0,r
2008,FL-13,Vern Buchanan,likely-r,37.5,55.5,7.0,r
2008,FL-14,Connie Mack IV,solid-r,24.8,59.4,15.8,r
2008,FL-15,Bill Posey,solid-r,42.0,53.1,4.9,r
2008,FL-16,Tom Rooney,likely-r,39.9,60.1,0.0,r
2008,FL-17,Kendrick Meek,solid-d,100.0,0.0,0.0,d
2008,FL-18,Ileana Ros-Lehtinen,likely-r,42.1,57.9,0.0,r
2008,FL-19,Robert Wexler,solid-d,66.2,27.2,6.6,d
2008,FL-20,Debbie Wasserman Schultz,solid-d,77.5,0.0,22.5,d
2008,FL-21,Lincoln Diaz-Balart,tossup,42.1,57.9,0.0,r
2008,FL-22,Ron Klein,solid-d,54.7,45.3,0.0,d
2008,FL-23,Alcee Hastings,solid-d,82.1,17.8,0.1,d
2008,FL-24,Suzanne Kosmas,lean-d,57.2,41.1,1.7,d
2008,FL-25,Mario Diaz-Balart,tossup,46.9,53.1,0.0,r
2008,GA-01,Jack Kingston,solid-r,33.5,66.5,0.0,r
2008,GA-02,Sanford Bishop,solid-d,68.9,31.1,0.0,d
2008,GA-03,Lynn Westmoreland,solid-r,34.3,65.7,0.0,r
2008,GA-04,Hank Johnson,solid-d,99.9,0.0,0.1,d
2008,GA-05,John Lewis,solid-d,100.0,0.0,0.0,d
2008,GA-06,Tom Price,solid-r,31.5,68.5,0.0,r
2008,GA-07,John Linder,solid-r,38.0,62.0,0.0,r
2008,GA-08,Jim Marshall,lean-d,57.2,42.8,0.0,d
2008,GA-09,Nathan Deal,solid-r,24.5,75.5,0.0,r
2008,GA-10,Paul Broun,solid-r,39.3,60.7,0.0,r
2008,GA-11,Phil Gingrey,solid-r,31.8,68.2,0.0,r
2008,GA-12,John Barrow,solid-d,66.0,34.0,0.0,d
2008,GA-13,David Scott,solid-d,69.0,31.0,0.0,d
2008,HI-01,Neil Abercrombie,solid-d,77.1,19.1,3.8,d
2008,HI-02,Mazie Hirono,solid-d,76.1,20.4,3.5,d
2008,ID-01,Walt Minnick,tossup,50.6,49.4,0.0,d
2008,ID-02,Mike Simpson,solid-r,29.0,71.0,0.0,r
2008,IL-01,Bobby Rush,solid-d,85.9,14.1,0.0,d
2008,IL-02,Jesse Jackson Jr.,solid-d,89.4,10.6,0.0,d
2008,IL-03,Dan Lipinski,solid-d,73.3,21.4,5.3,d
2008,IL-04,Luis Gutiérrez,solid-d,80.6,11.5,7.9,d
2008,IL-05,Rahm Emanuel,solid-d,73.9,22.0,4.1,d
2008,IL-06,Peter Roskam,likely-r,42.4,57.6,0.0,r
2008,IL-07,Danny K. Davis,solid-d,85.0,15.0,0.0,d
2008,IL-08,Melissa Bean,solid-d,60.7,39.3,0.0,d
2008,IL-09,Jan Schakowsky,solid-d,74.7,22.0,3.3,d
2008,IL-10,Mark Kirk,tossup,47.4,52.6,0.0,r
2008,IL-11,Debbie Halvorson,lean-d,58.4,34.5,7.1,d
2008,IL-12,Jerry Costello,solid-d,71.1,25.0,3.9,d
2008,IL-13,Judy Biggert,likely-r,43.7,53.6,2.7,r
2008,IL-14,Bill Foster,likely-d,57.7,42.3,0.0,d
2008,IL-15,Tim Johnson,solid-r,35.8,64.2,0.0,r
2008,IL-16,Donald Manzullo,solid-r,36.1,60.9,3.0,r
2008,IL-17,Phil Hare,solid-d,100.0,0.0,0.0,d
2008,IL-18,Aaron Schock,solid-r,37.9,58.9,3.2,r
